band,barrier_free,capacity,card,charter,child,course,credit_card,english,free_drink,free_food,horigotatsu,karaoke,ktai_coupon,lat,lng,lunch,midnight,non_smoking,parking,party_capacity,pet,private_room,show,tatami,tv,wifi,budget.code,genre.code,large_area.code,large_service_area.code,middle_area.code,service_area.code,small_area.code
0,0,38,1,0,1,1,"[V,M,A]",1,1,0,0,0,1,35.00363836,135.7702709,1,0,2,0,38,0,0,0,0,0,1,2500,韓国料理,Z022,SS20,Y432,SA22,X902
0,0,30,1,1,1,1,"[V,M,J]",1,0,0,0,0,0,35.00676217,135.7701372,0,0,0,0,30,0,0,1,0,1,1,1250,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,30,1,1,2,1,"[V,M,A,D,J]",0,1,0,0,0,0,35.00752152,135.7698928,0,1,2,1,18,0,1,0,0,0,1,8500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,27,1,0,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,0,35.00547678,135.7710392,1,0,2,0,8,0,0,0,0,0,1,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,42,1,1,1,1,"[V,M,A,D,J,G]",1,1,0,0,0,0,35.00602893,135.7706789,0,0,2,0,50,0,0,0,0,0,1,4500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,1,260,1,0,2,1,"[V,M,A,J]",1,1,1,1,0,0,35.00903302,135.770211,1,0,2,0,260,0,1,0,0,0,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,100,1,0,2,1,"[V,M]",1,1,0,0,0,0,35.00397526,135.7702409,1,1,1,1,40,0,0,0,0,0,未確認,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,21,1,0,1,0,"[V,M,A,J]",0,0,0,0,0,1,35.00354726,135.7702851,0,1,0,0,8,0,0,0,0,0,0,8500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,44,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,1,0,35.00573507,135.7706731,0,1,0,0,50,0,0,0,0,1,0,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,90,1,0,2,1,"[V,M,A,D,J,G]",1,1,0,0,0,1,35.0039536,135.7702718,0,0,2,0,40,0,0,0,0,0,1,1750,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,58,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,35.00698049,135.7709902,1,0,2,0,30,0,0,0,0,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,120,1,0,2,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,0,0,1,0,35.00718434,135.7702075,1,1,2,0,16,0,0,0,0,1,1,1750,カラオケ・パーティー,Z022,SS20,Y432,SA22,X902
0,0,59,1,0,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,35.00362393,135.7707531,0,1,2,0,62,0,0,0,0,0,0,1750,居酒屋,Z022,SS20,Y432,SA22,X902
0,1,400,1,0,2,1,"[V,M,A,D,J,G]",1,1,1,0,0,0,35.0090983,135.7708124,1,0,2,0,120,0,1,0,0,0,1,3500,和食,Z022,SS20,Y432,SA22,X902
0,0,50,1,0,0,1,"[V,M,A,D,J]",0,0,0,0,0,1,35.01221989,135.7706662,1,0,1,0,35,0,1,0,1,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,27,0,1,0,1,,0,1,0,0,0,0,35.00644441,135.7696529,0,0,0,0,26,0,0,0,0,1,0,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,1,80,1,1,1,1,"[V,M,A,J]",0,1,0,0,0,0,35.00793982,135.770726,0,0,1,0,74,0,1,0,0,0,1,3500,中華,Z022,SS20,Y432,SA22,X902
0,0,27,1,0,0,1,"[V,M,A,D,J]",0,0,0,0,0,0,35.0096313,135.7706677,0,0,1,1,,0,0,0,1,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,40,1,1,1,1,"[V,M,A,D,J]",1,1,1,0,0,0,35.0084453,135.7698008,1,1,2,0,20,0,0,0,0,1,1,3500,韓国料理,Z022,SS20,Y432,SA22,X902
0,0,156,1,1,2,1,"[V,M,A,D,J,G]",1,1,1,1,0,0,35.00903302,135.7700136,1,0,2,0,50,0,1,0,1,0,1,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,40,1,0,1,1,"[V,M,A,J]",0,1,0,0,0,1,35.01216157,135.7710623,1,0,0,0,40,0,0,0,0,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,61,1,0,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,35.00695466,135.7706525,0,1,2,0,64,0,0,0,0,0,1,1750,居酒屋,Z022,SS20,Y432,SA22,X902
1,0,121,1,1,1,1,"[V,M,A,D,J,G]",1,1,1,0,1,0,35.00721324,135.7705972,1,1,1,0,72,0,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,20,1,1,2,1,"[V,M,A,J]",1,1,0,0,0,1,35.00599921,135.7706517,1,0,1,0,20,0,0,0,0,0,0,2500,アジア・エスニック,Z022,SS20,Y432,SA22,X902
0,0,74,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,1,0,0,0,35.00902718,135.7700391,0,0,2,0,32,0,0,0,0,1,1,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,1,42,1,0,2,1,"[V,M,A,J]",1,0,0,0,0,1,35.00306588,135.7683036,1,0,1,1,,0,0,0,0,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
1,0,40,0,1,1,1,,0,1,0,0,0,1,35.00715905,135.7695259,0,1,0,0,40,0,0,0,0,0,0,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,45,1,1,2,1,"[V,M,A,J,G]",0,0,0,0,0,0,35.00697325,135.7702147,0,1,2,0,30,0,1,0,0,0,1,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,42,1,0,1,1,"[V,M,A,J,G]",1,1,0,1,0,0,35.00522068,135.7704095,1,1,2,0,42,0,1,0,1,0,1,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,80,1,1,0,1,"[V,M,A,D,J]",1,1,0,0,0,0,35.01122138,135.7700135,1,0,0,0,100,1,0,0,0,1,0,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,46,1,1,2,1,"[V,M,A,J]",1,1,0,0,0,0,35.0048274,135.7706412,1,0,2,0,50,0,0,0,0,1,1,3500,中華,Z022,SS20,Y432,SA22,X902
1,0,43,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,0,35.01067094,135.7725277,0,0,2,0,50,0,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,60,1,0,1,0,"[V,M,A,D,J,G]",1,1,0,0,0,1,35.00722019,135.7709774,0,0,2,0,40,0,0,0,0,0,1,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,1,34,1,0,0,0,"[V,M,A,D,J]",1,0,0,0,0,1,35.00290233,135.7703551,0,0,2,0,90,0,0,0,0,0,1,6000,洋食,Z022,SS20,Y432,SA22,X902
0,0,30,1,1,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",0,1,0,0,0,0,35.00807728,135.7695417,0,0,2,0,30,0,0,0,0,0,0,4500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,31,1,0,1,1,"[V,M,A,D,J]",1,0,0,0,0,1,35.01217878,135.7707081,1,0,2,0,16,0,0,0,0,0,0,12500,和食,Z022,SS20,Y432,SA22,X902
0,0,86,1,0,2,1,"[V,M,A,D,J]",0,0,0,0,0,1,35.00317476,135.7685892,1,0,2,1,80,0,0,0,0,1,0,4500,イタリアン・フレンチ,Z022,SS20,Y432,SA22,X902
0,0,25,1,0,1,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",0,0,0,0,0,1,35.01190105,135.771065,0,0,2,0,15,0,1,0,0,0,0,12500,和食,Z022,SS20,Y432,SA22,X902
0,0,18,1,0,1,1,"[V,M,A,D,J]",0,0,0,1,0,1,34.99993346,135.7686298,1,0,1,0,15,0,1,0,0,0,0,8500,和食,Z022,SS20,Y432,SA22,X902
0,0,68,1,0,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,35.00793704,135.7706674,0,1,2,0,65,0,0,0,0,0,0,1750,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,26,0,0,1,0,,1,0,0,1,0,1,35.00566703,135.7706622,0,0,0,0,26,0,0,0,0,0,未確認,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,28,1,0,1,0,"[V,M,A,D,J]",0,0,0,0,0,1,35.00693466,135.7708638,0,0,1,0,13,0,0,0,0,0,0,8500,和食,Z022,SS20,Y432,SA22,X902
0,0,44,1,0,1,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",1,0,0,0,0,1,35.00602088,135.7708994,0,0,2,0,,0,0,0,0,0,1,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,25,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.01014872,135.7700182,0,1,0,0,25,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,20,0,1,0,1,,0,1,0,0,0,1,35.0084414,135.7693839,0,1,0,0,30,0,0,0,0,0,1,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,86,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,34.99985237,135.7688801,0,0,2,0,,0,0,0,0,0,未確認,6000,中華,Z022,SS20,Y432,SA22,X902
0,0,24,1,0,1,1,"[V,M,A,D]",1,1,0,0,0,1,35.00754404,135.770968,1,1,1,0,24,0,0,0,0,0,0,4500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,26,0,1,2,1,,0,0,0,0,0,1,35.00956934,135.7699627,1,0,2,0,26,0,0,0,0,0,0,4500,イタリアン・フレンチ,Z022,SS20,Y432,SA22,X902
0,0,20,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,35.00574369,135.7707686,0,1,2,0,,0,0,0,0,1,未確認,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,1,29,1,1,0,1,"[V,M,A,D,J,G]",1,1,0,0,0,0,35.01041704,135.770656,1,0,0,0,29,0,0,0,1,0,1,3500,和食,Z022,SS20,Y432,SA22,X902
0,0,30,1,0,1,1,"[V,M,A,D,J,G]",1,1,1,0,1,1,35.00704881,135.7706011,0,1,2,0,25,1,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,30,1,0,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,0,0,0,1,35.00424301,135.7702226,0,1,1,0,,0,0,0,0,0,未確認,1250,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,62,1,0,2,1,"[V,M,A,D,J]",0,0,0,0,0,1,35.00304422,135.7684214,1,0,0,1,60,0,0,0,0,0,1,3500,イタリアン・フレンチ,Z022,SS20,Y432,SA22,X902
1,0,36,1,0,1,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",1,1,0,0,0,1,35.00648719,135.7698878,0,1,1,0,60,0,0,1,0,1,1,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,22,1,0,1,1,"[V,M,A,J]",1,0,0,0,0,1,35.00777651,135.770966,0,0,2,0,,0,0,0,0,0,未確認,6000,居酒屋,Z022,SS20,Y432,SA22,X902
1,0,50,1,1,1,1,"[V,M,A,J]",1,1,0,0,0,1,35.00752235,135.7696606,0,1,0,0,70,0,1,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,1,50,1,0,2,1,"[V,M,A,D,J, {'code': 'c12', 'name': 'Discover'}]",1,0,0,1,0,1,35.00437689,135.7706656,0,0,2,0,20,0,1,0,0,0,1,8500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,20,1,1,0,1,"[V,M,A,D,J]",1,0,0,0,1,1,35.0075279,135.7696495,0,1,0,0,20,0,1,0,0,0,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,1,85,1,0,2,0,"[V,M,A,D,J]",0,1,0,0,0,1,35.00075533,135.7693025,1,0,1,0,36,0,0,0,0,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,24,1,1,2,1,"[V,M,A,J]",0,1,0,0,0,0,35.00443106,135.7706728,0,0,0,0,30,0,0,0,0,0,0,2500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,30,1,0,1,0,"[V,M,A,D,J]",1,1,0,0,0,1,35.00822924,135.7711179,0,1,0,0,30,0,0,0,0,0,0,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
1,0,120,0,0,1,1,,1,1,0,0,0,1,35.00779677,135.7701744,0,1,0,0,100,0,0,1,0,1,1,1750,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
1,0,65,1,0,2,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.0101118,135.7706374,0,1,0,0,70,0,0,1,0,1,0,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,25,1,1,1,1,"[V,M,A,D,J,G]",0,1,0,0,0,1,35.01028039,135.7707601,1,0,1,0,30,0,0,0,0,1,0,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,34,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.00726379,135.7707641,0,1,0,0,20,0,0,0,0,0,未確認,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,17,0,0,0,1,,0,1,0,0,0,1,35.00565619,135.7706517,0,1,0,0,20,0,0,0,0,0,0,1750,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,40,0,0,1,1,,0,0,0,0,0,1,35.00480462,135.7703462,0,1,0,0,40,0,0,0,0,1,0,3500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,21,1,1,2,1,"[V,M,A,D,J]",0,1,1,0,1,1,35.00759733,135.7695237,0,1,0,0,28,0,1,0,0,1,1,750,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,86,1,1,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,35.0066394,135.7702225,0,1,0,0,86,0,0,0,1,0,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,30,0,0,1,1,,0,0,0,0,0,1,35.00954933,135.7694475,0,0,1,0,35,0,0,0,0,0,0,3500,各国料理,Z022,SS20,Y432,SA22,X902
0,0,23,0,1,1,1,,0,1,0,1,0,1,35.00850114,135.7705421,0,1,0,0,30,0,0,0,0,0,0,1250,バー・カクテル,Z022,SS20,Y432,SA22,X902
1,0,50,1,1,1,1,"[V,M,A,J]",0,1,0,1,1,1,35.01028122,135.7707318,1,0,2,0,50,0,0,1,0,0,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,21,0,0,1,1,,0,1,0,0,0,1,35.00910719,135.7705657,0,1,0,0,24,0,0,0,0,0,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,10,0,0,1,0,,0,1,0,0,0,1,35.0075393,135.7702242,0,1,未確認,0,11,0,0,0,0,1,0,2500,お好み焼き・もんじゃ,Z022,SS20,Y432,SA22,X902
0,0,48,1,0,1,1,"[V,M,A,D,J]",0,0,0,0,0,1,35.00808925,135.770748,0,0,0,0,30,0,0,0,0,0,未確認,4500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,350,1,0,1,1,"[V,M,A,D,J,G]",1,0,0,0,0,1,35.00372559,135.7709464,1,0,1,0,130,0,0,0,0,0,0,6000,中華,Z022,SS20,Y432,SA22,X902
0,0,35,1,1,2,1,[V],1,1,1,0,0,1,35.00599921,135.7706517,0,1,2,0,45,0,0,0,0,0,1,3500,中華,Z022,SS20,Y432,SA22,X902
0,0,23,1,0,1,1,"[V,M]",0,1,0,0,0,1,35.00480018,135.7706892,0,1,0,0,25,0,0,0,0,0,0,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,1,80,1,1,2,1,"[V,M,A,D,J,G]",1,1,0,0,0,0,35.00685745,135.7707052,0,0,2,0,80,1,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,22,1,0,1,1,"[V,M,A,D,J,G]",0,0,0,0,0,1,35.00676244,135.7701378,0,1,1,0,25,0,0,0,0,0,1,750,中華,Z022,SS20,Y432,SA22,X902
0,0,500,1,0,2,0,"[V,M,A,D,J]",0,0,0,0,0,1,34.99667715,135.7678036,1,0,0,1,300,0,0,0,0,0,未確認,8500,和食,Z022,SS20,Y432,SA22,X902
0,1,20,1,0,2,1,"[V,M,J]",0,0,0,0,0,1,35.00745097,135.7698481,0,1,0,0,25,0,0,0,0,0,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,16,1,0,1,1,"[V,M,A,J]",1,1,0,0,1,1,35.00673412,135.7702111,0,1,0,0,20,1,0,0,0,0,1,1750,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,170,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.00994654,135.7706707,0,1,0,0,50,0,0,0,0,0,未確認,3500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,10,1,1,0,1,"[V,M,A,J]",0,0,0,0,1,1,35.00455465,135.7706923,0,1,0,0,10,0,0,0,0,1,1,2500,イタリアン・フレンチ,Z022,SS20,Y432,SA22,X902
1,0,50,1,1,1,1,"[V,M,A,J,G]",1,1,0,0,0,0,35.00644886,135.7699145,0,1,2,0,80,0,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,20,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.00459492,135.7704212,0,1,0,0,20,0,0,0,1,0,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
1,0,50,1,1,1,1,"[V,M,A,D,J,G, {'code': 'c12', 'name': 'Discover'}]",1,1,1,0,1,0,35.00740791,135.7694506,0,0,0,0,80,0,1,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,80,0,0,2,0,,0,0,0,0,0,1,34.99944047,135.7687593,1,0,0,1,80,0,0,0,0,0,0,8500,和食,Z022,SS20,Y432,SA22,X902
0,1,20,0,0,2,1,,1,0,0,0,0,1,35.00464157,135.7701265,0,1,0,0,20,0,0,0,0,0,0,2500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,34,1,1,1,1,"[V,D,J]",0,1,0,0,0,1,35.00605809,135.7706194,0,1,1,0,20,0,1,0,0,0,1,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,32,0,1,0,1,,1,1,0,0,0,1,35.0074482,135.7701578,0,1,0,0,40,0,0,0,0,0,0,1750,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,48,1,0,1,1,"[V,A,J]",0,1,0,0,0,1,34.99956073,135.7688009,0,0,0,1,30,0,0,0,0,0,0,6000,和食,Z022,SS20,Y432,SA22,X902
0,0,50,1,0,1,1,"[V,M]",1,0,0,0,0,1,35.00270347,135.7706465,1,0,2,0,25,0,0,0,0,0,未確認,3500,アジア・エスニック,Z022,SS20,Y432,SA22,X902
0,0,120,1,1,1,0,"[V,M,A,J]",1,1,0,0,0,1,35.00065506,135.7693067,1,0,1,0,50,0,0,0,0,1,0,3500,イタリアン・フレンチ,Z022,SS20,Y432,SA22,X902
0,0,19,1,1,2,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.00672884,135.7702386,0,1,0,0,20,0,0,0,0,0,1,2500,お好み焼き・もんじゃ,Z022,SS20,Y432,SA22,X902
0,0,37,0,0,1,0,,0,0,0,0,0,1,35.00914437,135.7691589,1,1,2,0,,0,0,0,0,0,0,1750,中華,Z022,SS20,Y432,SA22,X902
0,0,52,1,0,2,0,"[V,M,A,D,J]",0,0,0,0,0,1,35.00310975,135.7680195,1,0,2,1,52,0,0,0,0,0,0,2500,和食,Z022,SS20,Y432,SA22,X902
0,0,50,0,0,1,0,,0,1,0,0,0,1,35.00696603,135.7701878,0,1,0,0,45,0,0,0,0,0,未確認,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,35,1,0,0,0,"[V,M,A,J]",0,1,0,0,1,1,35.00674411,135.7701806,0,1,0,0,35,0,0,0,0,1,0,4500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,10,1,1,2,0,"[V,M,A,D,J]",0,0,0,0,0,1,35.00641998,135.7700281,0,1,0,0,10,0,0,0,0,1,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,13,1,1,0,1,"[V,M,A,D,J]",1,0,0,0,0,1,35.00577035,135.7710058,0,1,2,0,13,0,0,0,0,0,未確認,4500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,84,0,0,2,0,,0,0,0,0,0,1,35.00661607,135.770007,1,0,0,0,36,0,0,0,0,0,0,1750,お好み焼き・もんじゃ,Z022,SS20,Y432,SA22,X902
0,0,40,1,0,1,1,"[V,J]",0,0,0,0,0,1,35.00573924,135.7706517,0,1,0,0,10,0,0,0,1,1,1,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,45,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.00297872,135.7707695,0,1,0,0,45,0,0,0,0,0,0,8500,和食,Z022,SS20,Y432,SA22,X902
0,0,14,0,0,0,0,,0,0,0,0,0,1,35.00737295,135.7709571,0,1,0,0,14,0,0,0,0,0,0,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
1,0,80,0,0,2,1,,0,1,0,0,1,1,35.00632889,135.770277,0,1,0,0,150,0,0,0,0,1,0,1750,カラオケ・パーティー,Z022,SS20,Y432,SA22,X902
0,0,45,1,0,1,1,"[V,M,A,J]",0,1,0,0,0,1,35.00518014,135.7709145,0,1,0,0,24,0,0,0,0,0,0,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,16,1,0,0,1,"[V,M,A,D,J]",1,1,0,0,1,1,35.0045516,135.7706925,0,1,0,0,16,0,0,0,0,0,1,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,33,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,1,35.00757514,135.7706394,0,1,0,0,35,0,0,0,0,1,1,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,68,1,0,1,0,"[V,M,A,D,J]",1,1,0,0,0,1,35.01034345,135.7711484,1,0,2,0,36,0,0,0,0,0,0,4500,和食,Z022,SS20,Y432,SA22,X902
0,0,62,1,1,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,35.00400221,135.7703234,0,1,0,0,90,0,1,0,0,1,1,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,13,1,0,0,0,"[V,M,A,D,J]",0,1,0,0,0,1,35.00926493,135.7699172,0,1,0,0,13,0,0,0,0,0,0,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,30,1,0,0,1,"[V,M,J]",0,0,0,0,0,1,35.00724266,135.7698595,0,1,未確認,0,,0,0,0,0,0,未確認,3500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,78,0,1,1,1,,0,1,1,1,0,0,35.00697409,135.7702592,0,1,2,0,78,0,1,0,1,0,1,2500,居酒屋,Z022,SS20,Y432,SA22,X902
0,0,12,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,1,1,35.00510014,135.7703153,0,1,0,0,15,0,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,35,1,0,1,1,"[V,M,A,D,J]",0,0,0,0,0,1,35.00355533,135.7708984,1,0,0,0,25,0,0,0,0,0,未確認,8500,和食,Z022,SS20,Y432,SA22,X902
0,0,26,0,0,2,0,,1,0,0,0,0,1,35.00831812,135.7708882,1,1,2,0,26,0,0,0,0,0,0,1750,ラーメン,Z022,SS20,Y432,SA22,X902
0,0,38,1,0,1,1,"[V,M]",0,1,0,0,0,1,35.00467352,135.7702015,0,1,0,0,23,0,0,0,0,0,1,4500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,1,140,1,0,2,1,"[V,M,A,D,J]",0,1,1,0,0,1,35.00905663,135.7702713,0,0,0,0,140,0,0,0,0,0,1,4500,焼肉・ホルモン,Z022,SS20,Y432,SA22,X902
0,0,35,0,0,1,0,,0,0,0,0,0,1,35.00626777,135.7699064,1,1,1,0,,0,0,0,0,0,0,1750,中華,Z022,SS20,Y432,SA22,X902
0,0,25,1,0,1,0,"[V,M,A,D,J]",0,0,0,0,0,1,35.00341534,135.7706248,0,1,2,0,14,0,0,0,0,0,0,3500,イタリアン・フレンチ,Z022,SS20,Y432,SA22,X902
0,0,8,0,0,1,0,,0,0,0,0,0,1,35.00644192,135.7698895,0,1,0,0,8,0,0,0,0,1,未確認,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,16,1,0,1,1,"[V,M,A,D,J]",1,0,0,0,0,1,35.01035649,135.770689,1,0,1,0,16,0,0,0,0,0,1,4500,和食,Z022,SS20,Y432,SA22,X902
0,0,67,0,0,1,0,,0,0,0,0,0,1,35.00843893,135.7707319,1,1,1,0,,0,0,0,0,0,0,1750,中華,Z022,SS20,Y432,SA22,X902
0,0,66,1,0,1,1,"[V,M,A,D,J]",0,1,0,0,0,1,35.00307977,135.7683089,1,0,2,0,66,0,0,0,0,0,0,2500,中華,Z022,SS20,Y432,SA22,X902
0,0,30,0,0,2,1,,0,1,0,0,0,1,35.00007124,135.7692298,0,0,0,0,25,0,0,0,1,0,0,8500,創作料理,Z022,SS20,Y432,SA22,X902
1,0,26,1,1,1,1,"[V,M,A,D]",0,1,0,0,1,1,35.00821925,135.7712718,0,1,0,0,50,0,0,0,0,1,1,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
1,0,70,1,1,0,1,"[V,M,J]",1,1,0,0,0,1,35.00754901,135.7698184,0,0,2,0,150,0,1,0,0,1,未確認,2500,ダイニングバー・バル,Z022,SS20,Y432,SA22,X902
0,0,13,1,0,0,0,"[V,M,J]",0,1,0,0,1,1,35.00697381,135.7702228,0,1,0,0,20,0,0,0,0,1,1,2500,バー・カクテル,Z022,SS20,Y432,SA22,X902
0,0,78,1,0,2,1,"[V,M,A,D,J]",1,1,0,1,0,0,35.00551317,135.7712761,1,0,1,0,78,0,1,0,0,0,未確認,6000,焼肉・ホルモン,Z022,SS20,Y433,SA22,X903
0,0,52,1,0,1,1,"[V,M,A,D,J]",1,1,0,1,0,0,35.00828118,135.7711949,1,0,2,0,24,0,1,0,0,0,0,3500,和食,Z022,SS20,Y433,SA22,X903
0,0,110,1,0,1,1,"[V,M,A,D,J]",1,1,0,0,0,0,35.00570203,135.7711866,1,0,2,0,110,0,1,0,1,0,0,4500,居酒屋,Z022,SS20,Y433,SA22,X903
0,0,52,1,1,1,1,"[V,M,A,D,J]",1,1,0,1,0,0,35.0067397,135.7712949,1,0,2,0,30,0,1,0,0,0,未確認,6000,和食,Z022,SS20,Y433,SA22,X903
0,1,66,1,0,1,1,"[V,M,A,J]",1,1,1,1,0,0,35.00782735,135.7712457,1,0,2,0,30,0,1,0,1,0,1,3500,居酒屋,Z022,SS20,Y433,SA22,X903
0,0,42,1,1,1,1,"[V,M,A,D,J]",0,1,0,0,0,0,35.00559509,135.7707642,1,1,2,0,42,0,0,0,1,0,0,3500,居酒屋,Z022,SS20,Y433,SA22,X903
